"Kod";"Nazwa";"ogółem;2002;[zł]";"ogółem;2003;[zł]";"ogółem;2004;[zł]";"ogółem;2005;[zł]";"ogółem;2006;[zł]";"ogółem;2007;[zł]";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";
6227206000;"Powiat kościerski";1810,53;1842,89;1898,50;1941,55;1973,62;2158,48;2384,91;2514,05;2628,62;2721,25;2832,98;2919,89;3004,92;3117,95;
6280000000;"WARMIŃSKO-MAZURSKIE";1947,99;2003,28;2050,21;2103,99;2218,32;2398,00;2615,33;2752,41;2879,97;3019,37;3150,27;3264,63;3386,96;3495,02;
6285400000;"PODREGION 54 - ELBLĄSKI";1904,14;1956,02;1902,60;1930,48;2026,42;2209,47;2430,91;2558,56;2685,60;2827,54;3005,10;3111,75;3216,30;3290,30;
6285402000;"Powiat braniewski";1750,16;1840,77;1901,11;1939,50;2099,03;2243,42;2433,31;2548,62;2699,43;2892,95;3038,26;3110,02;3208,18;3241,42;
6285403000;"Powiat działdowski";1655,36;1737,11;1794,44;1838,29;1973,47;2188,50;2443,94;2546,68;2661,38;2634,39;2871,83;2946,62;3045,94;3180,05;
6285404000;"Powiat elbląski";1688,20;1768,57;1784,90;1847,48;1950,03;2085,09;2361,36;2473,75;2554,99;2781,25;2917,00;3030,43;3113,02;3199,49;
6285407000;"Powiat iławski";1619,78;1708,06;1715,10;1786,59;1903,96;2077,76;2231,15;2338,60;2492,56;2639,03;2741,51;2955,21;3026,10;3172,70;
6285412000;"Powiat nowomiejski";1600,25;1685,20;1712,03;1708,76;1824,65;1962,49;2208,04;2308,70;2427,79;2599,04;2738,13;2819,36;2938,87;2878,10;
6285415000;"Powiat ostródzki";1759,46;1802,50;1865,94;1905,22;1982,54;2151,13;2380,30;2503,69;2633,74;2759,64;2950,32;3003,92;3122,59;3175,96;
6285461000;"Powiat m.Elbląg";2281,22;2339,45;2143,79;2135,51;2217,57;2429,10;2670,79;2837,38;2969,87;3168,80;3363,24;3488,01;3620,55;3687,80;
6285500000;"PODREGION 55 - EŁCKI";1782,81;1833,82;1919,51;1973,12;2051,97;2204,99;2425,08;2530,12;2660,81;2806,10;2927,90;3050,59;3184,97;3266,68;
6285505000;"Powiat ełcki";1819,73;1835,02;1934,11;1987,37;2067,67;2205,27;2416,99;2583,85;2721,79;2835,70;2960,87;3086,41;3164,08;3184,73;
6285506000;"Powiat giżycki";1710,37;1780,63;1862,61;1941,41;2021,24;2205,10;2421,67;2485,34;2649,21;2793,21;2938,61;3071,80;3273,35;3369,69;
6285513000;"Powiat olecki";1777,10;1832,13;1923,11;1983,40;2070,33;2275,16;2458,59;2549,90;2599,13;2812,94;2924,79;3088,10;3251,89;3357,05;
6285516000;"Powiat piski";1914,06;2034,15;2113,58;2143,07;2220,25;2394,68;2594,04;2595,80;2726,06;2923,37;3039,30;3137,65;3271,93;3445,13;
6285518000;"Powiat gołdapski";1634,51;1665,23;1725,92;1739,34;1793,58;1871,03;2209,67;2360,83;2515,32;2629,46;2699,45;2775,90;2956,47;3045,01;
6285519000;"Powiat węgorzewski";1648,29;1679,89;1755,03;1835,33;1963,52;2070,27;2284,39;2448,01;2575,77;2664,54;2781,46;2900,60;2983,79;3088,51;
6285600000;"PODREGION 56 - OLSZTYŃSKI";2022,54;2083,59;2184,24;2258,86;2395,32;2586,98;2806,57;2970,65;3098,75;3236,59;3335,89;3454,47;3588,25;3729,95;
6285601000;"Powiat bartoszycki";1772,12;1803,55;1835,77;1910,04;1981,20;2138,45;2357,78;2624,62;2725,29;2866,40;3044,14;3145,53;3269,83;3314,71;
6285608000;"Powiat kętrzyński";1752,77;1824,80;1867,00;1821,43;1894,81;2030,68;2263,18;2423,01;2502,02;2719,97;2816,29;2920,07;3034,16;3165,43;
6285609000;"Powiat lidzbarski";1567,80;1595,49;1724,95;1759,84;1856,80;2008,19;2270,42;2467,93;2632,79;2804,79;2923,59;2969,52;3105,88;3248,95;
6285610000;"Powiat mrągowski";1740,63;1709,89;1814,70;1888,20;2022,52;2244,49;2510,13;2611,13;2823,87;2708,77;2839,59;2940,69;3037,05;3077,81;
6285611000;"Powiat nidzicki";1561,11;1634,21;1721,25;1843,41;1865,70;2078,26;2239,47;2427,52;2513,61;2683,94;2803,04;2876,70;2976,78;3079,14;
6285614000;"Powiat olsztyński";1759,76;1801,78;1876,83;1971,04;2041,68;2310,29;2645,11;2761,13;2910,37;3105,47;3178,11;3259,80;3370,10;3559,63;
6285617000;"Powiat szczycieński";1793,92;1857,81;1941,86;2001,89;2100,15;2240,32;2457,98;2628,35;2781,74;3045,34;3153,84;3242,04;3412,21;3482,48;
6285662000;"Powiat m.Olsztyn";2271,09;2356,41;2477,34;2562,95;2741,54;2931,15;3132,80;3322,72;3443,21;3546,91;3649,18;3795,30;3954,40;4104,05;
